Temperature,RH,Ws,Rain,FFMC,FWI,DMC,DC,ISI,BUI,Classes,Region
27.49080237694725,11.646759543664196,12.23705789444759,0.6075448519014384,81.83057352267168,193.94734092514716,77.7354579378964,617.7958154373259,17.26206851751187,23.918849187660342,0,1
39.01428612819832,87.59278817295954,2.7898772130408367,0.17052412368729153,87.42765365166905,155.25143184886178,54.269806354779185,158.97254522733792,12.465962536551158,142.648957444599,1,1
34.6398788362281,76.59541126403374,5.842892970704363,0.06505159298527952,80.51582781672828,187.96028937127363,165.74750183038586,4.417693698881919,6.617960497052984,152.15700972337947,0,1
31.973169683940732,26.987128854262092,7.327236865873834,0.9488855372533332,93.63980603118173,179.07064273510213,71.35066533871786,652.3691427638673,1.2711670057204727,112.25543951389925,0,1
23.12037280884873,24.54599737656805,9.12139968434072,0.9656320330745594,83.88169972400026,119.98209578340594,56.18690193747615,565.4858750780937,6.219646434313244,154.1934359909122,1,1
23.119890406724053,24.672360788274705,15.703519227860273,0.8083973481164611,89.93783426530973,184.45297276960025,108.5392166316497,583.2057344327899,6.503666440534941,98.75911927287815,0,1
21.161672243363988,34.33937943676302,3.9934756431671947,0.3046137691733707,84.67566614134117,18.61000790833198,28.184844994952527,617.0162773487566,14.59212356676128,104.54656587639882,1,2
37.3235229154987,51.98051453057903,10.284688768272233,0.09767211400638387,87.80102031766717,40.000589621409894,160.43939615080794,59.23572138727229,12.751149427104263,85.50820367170992,1,1
32.022300234864176,44.55560149136926,11.84829137724085,0.6842330265121569,88.2006541901492,10.000230493197074,14.910128735954164,286.77258283541806,17.74425485152653,5.083825348819038,1,2
34.161451555920905,33.298331215843355,0.9290082543999545,0.4401524937396013,82.77281683288291,65.7407358218896,197.37738732010345,92.69524762010377,9.444298503238986,21.57828539866089,0,1
